(-0.9809401,1.686851,0.228307);(-0.5699438,1.621774,0.7096558);(-0.06382473,0.1248339,0.2924994,0.9459318);
(-0.9845966,1.68682,0.2285066);(-0.5741654,1.64231,0.7102559);(-0.0786868,0.1309344,0.2939471,0.9435357);
(-0.9944271,1.687502,0.2291634);(-0.5901192,1.681762,0.7107565);(-0.1101758,0.1370008,0.2931861,0.939752);
(-1.017569,1.687716,0.2292699);(-0.6454439,1.741089,0.7156013);(-0.1623058,0.1359705,0.3031583,0.9291201);
(-1.057614,1.686859,0.2254275);(-0.7774514,1.751798,0.737117);(-0.1971911,0.07308674,0.3411997,0.9161642);
(-1.061619,1.686729,0.2249086);(-0.7895678,1.748609,0.739077);(-0.1976013,0.06557456,0.3425971,0.9161228);
(-1.107852,1.686104,0.2183889);(-0.9062059,1.67136,0.7568021);(-0.1740006,-0.01651404,0.3874385,0.9051753);
(-1.115834,1.685812,0.2167747);(-0.9224842,1.652355,0.7596943);(-0.1648913,-0.0288131,0.3862064,0.9070971);
(-1.131387,1.685317,0.2139428);(-0.9520152,1.612381,0.7633473);(-0.1423177,-0.0517981,0.4162643,0.8965415);
(-1.154509,1.684216,0.2105593);(-0.9898993,1.555371,0.7611695);(-0.1184306,-0.08265704,0.4334515,0.8895289);
(-1.19443,1.679977,0.2042778);(-1.075041,1.458051,0.7277833);(-0.08862039,-0.170661,0.4708552,0.8609973);
(-1.197439,1.679293,0.2034609);(-1.082514,1.452073,0.723905);(-0.09045313,-0.1760989,0.4706549,0.8598204);
(-1.222779,1.677528,0.1960325);(-1.17441,1.405854,0.6820403);(-0.1014846,-0.2627743,0.4906442,0.8245719);
(-1.225991,1.677755,0.1945207);(-1.192105,1.403373,0.6746647);(-0.1086445,-0.2766357,0.4968946,0.8153311);
(-1.238537,1.679675,0.1819705);(-1.29636,1.439013,0.6390965);(-0.1762239,-0.327836,0.4876024,0.7897547);
(-1.241324,1.682482,0.1755239);(-1.342969,1.489889,0.6255603);(-0.2217389,-0.333923,0.4613091,0.791531);
(-1.241415,1.684762,0.1669008);(-1.368408,1.586724,0.6246214);(-0.2726026,-0.3002724,0.392905,0.8253181);
(-1.237434,1.685638,0.1619099);(-1.324392,1.65973,0.6560602);(-0.2442894,-0.2019407,0.2903888,0.9028938);
(-1.22444,1.686107,0.1659729);(-1.301591,1.630886,0.628094);(-0.2673396,-0.2459762,0.2785708,0.8890578);
(-1.192867,1.69026,0.1762863);(-1.197337,1.580212,0.6278893);(-0.2176606,-0.2413772,0.3568923,0.875779);
(-1.191784,1.690765,0.1765665);(-1.186792,1.592547,0.6345091);(-0.2150415,-0.224797,0.3469871,0.8847732);
(-1.18031,1.69934,0.17877);(-1.107641,1.725919,0.6731042);(-0.2512377,-0.09901616,0.2699872,0.92422);
(-1.159068,1.707675,0.1813293);(-1.064394,1.907331,0.6673242);(-0.3519664,-0.0198385,0.1675897,0.9206735);
(-1.150825,1.704857,0.1873612);(-1.061424,1.840909,0.7119424);(-0.2896988,-0.05472434,0.1649203,0.9412125);
(-1.149985,1.704226,0.188191);(-1.058263,1.822922,0.719185);(-0.2800571,-0.05264295,0.1568735,0.9456148);
(-1.145099,1.700706,0.1926717);(-1.045143,1.695122,0.7318699);(-0.2330727,-0.0734653,0.2053229,0.9476932);
(-1.145139,1.700617,0.1925961);(-1.043762,1.683556,0.731176);(-0.2230603,-0.08003692,0.1997262,0.9507615);
(-1.136185,1.698011,0.194584);(-1.030576,1.55085,0.7158372);(-0.1569872,-0.1077799,0.178846,0.9652734);
(-1.123482,1.693518,0.1970768);(-1.023536,1.438596,0.6849175);(-0.1091726,-0.1203373,0.176511,0.9707956);
(-1.112806,1.691064,0.1992247);(-1.018175,1.365728,0.670114);(-0.05229796,-0.1355879,0.1843635,0.9720548);
(-1.109425,1.690371,0.199643);(-1.013387,1.345644,0.6680065);(-0.03492852,-0.1408997,0.1974643,0.9695026);
(-1.089755,1.688753,0.202975);(-0.931914,1.267876,0.6729938);(0.0474745,-0.08100256,0.1912018,0.9770501);
(-1.087846,1.688753,0.2032502);(-0.9214159,1.26286,0.6738406);(0.05433045,-0.07117984,0.1938432,0.9769373);
(-1.068462,1.687692,0.2072859);(-0.8646168,1.241359,0.6456659);(0.0493171,-0.1374949,0.3295375,0.9327744);
(-1.064667,1.687339,0.2090047);(-0.8465268,1.253284,0.6259602);(0.030115,-0.152011,0.3315701,0.9306166);
(-1.06235,1.686462,0.2089316);(-0.8342533,1.258768,0.6193039);(0.03068607,-0.1437048,0.3510408,0.924758);
(-1.056939,1.682478,0.2090276);(-0.7905329,1.276266,0.5885895);(0.03313233,-0.1443395,0.3982652,0.9052367);
(-1.055709,1.680584,0.2068112);(-0.7447423,1.296854,0.5650225);(0.04764064,-0.1169743,0.4481214,0.8850054);
(-1.057236,1.678708,0.2020738);(-0.6985755,1.331306,0.557048);(0.04925269,-0.05270764,0.4891387,0.8692178);
(-1.058355,1.678758,0.2008492);(-0.6868168,1.341853,0.5565794);(0.05132787,-0.03461254,0.5007855,0.8633546);
(-1.065313,1.678223,0.196187);(-0.6542645,1.402966,0.5556384);(0.02418301,0.03140301,0.4950718,0.8679478);
(-1.069171,1.678433,0.1936375);(-0.6458864,1.437357,0.5569341);(0.007772371,0.06273055,0.4945249,0.866862);
(-1.073758,1.67838,0.1912622);(-0.6412426,1.472727,0.5587053);(-0.0152033,0.09075835,0.4807799,0.8719991);
(-1.081111,1.678596,0.1876444);(-0.6445355,1.518584,0.5601817);(-0.03844555,0.1114503,0.4925528,0.86226);
(-1.085813,1.679338,0.1850944);(-0.6506684,1.546489,0.5607529);(-0.05909222,0.1237045,0.481175,0.8658384);
(-1.095433,1.680803,0.1807566);(-0.6665813,1.594772,0.5586103);(-0.07940605,0.1362854,0.4862598,0.8594605);
(-1.10426,1.68147,0.1783589);(-0.6850036,1.649345,0.5432514);(-0.1390561,0.1513574,0.4595735,0.8640292);
(-1.111039,1.681715,0.1777717);(-0.6974606,1.688905,0.5208571);(-0.2043345,0.1779436,0.4335482,0.8594298);
(-1.115229,1.682922,0.1776124);(-0.7063769,1.711595,0.497474);(-0.2633693,0.1881303,0.3863443,0.8637024);
(-1.121303,1.684731,0.1783247);(-0.7242246,1.733712,0.4350542);(-0.4248694,0.185893,0.2804401,0.8404065);
(-1.122619,1.685921,0.1797126);(-0.7310069,1.727214,0.409704);(-0.4569433,0.1471935,0.2357653,0.8449566);
(-1.123085,1.685644,0.1803521);(-0.7321542,1.720646,0.3991553);(-0.4590163,0.1618368,0.2538349,0.8358712);
(-1.122791,1.689866,0.1818033);(-0.7173734,1.714831,0.3823547);(-0.378845,0.2442306,0.2828121,0.8466672);
(-1.124107,1.691509,0.1816817);(-0.7062038,1.723822,0.3731331);(-0.3589852,0.2734895,0.2618019,0.8531076);
(-1.125722,1.695302,0.1801881);(-0.6904373,1.753628,0.3568295);(-0.3643655,0.3048955,0.2504623,0.8435312);
(-1.124779,1.698451,0.1744892);(-0.6688405,1.802158,0.3519865);(-0.3364005,0.3426327,0.2646519,0.8362997);
(-1.123877,1.69933,0.1677008);(-0.6516496,1.822164,0.3542061);(-0.3210346,0.3566388,0.2397287,0.8439643);
(-1.121268,1.699654,0.1603123);(-0.6357936,1.824735,0.3570072);(-0.2875334,0.3565817,0.2264991,0.8595767);
(-1.117516,1.69981,0.154033);(-0.6243818,1.814228,0.3573882);(-0.2775163,0.3579845,0.2200622,0.863947);
(-1.114414,1.699094,0.1482782);(-0.620504,1.798751,0.3563496);(-0.2700467,0.3531257,0.2301084,0.8656946);
(-1.110853,1.698281,0.1426668);(-0.6161758,1.781568,0.3533371);(-0.2733746,0.3482107,0.2198848,0.8692907);
(-1.103756,1.700046,0.1370196);(-0.6100456,1.751723,0.3516124);(-0.2526962,0.3379967,0.2208728,0.8792712);
(-1.095608,1.700835,0.131105);(-0.6040028,1.717204,0.3489686);(-0.2489275,0.3300697,0.2036166,0.8874848);
(-1.078514,1.69665,0.1199427);(-0.5962765,1.640881,0.3463839);(-0.2018167,0.3165424,0.2155018,0.9014599);
(-1.064555,1.69536,0.1120054);(-0.5900806,1.581169,0.3371872);(-0.1637751,0.2994076,0.2145347,0.9151545);
(-1.057676,1.695117,0.10847);(-0.5792994,1.557793,0.3252889);(-0.150048,0.3093445,0.2082743,0.9156492);
(-1.053564,1.694299,0.1052129);(-0.5681615,1.54599,0.3133844);(-0.1369079,0.3174641,0.2085896,0.9148568);
(-1.044898,1.692994,0.0982107);(-0.5333556,1.533729,0.2711831);(-0.12918,0.3569785,0.1966839,0.9039879);
(-1.042034,1.69276,0.09484482);(-0.512607,1.536001,0.2430061);(-0.1300421,0.3862828,0.1930954,0.8925182);
(-1.040912,1.692822,0.09194494);(-0.4970606,1.541179,0.2220113);(-0.1269961,0.4087071,0.1917189,0.8832182);
(-1.041256,1.693063,0.08761527);(-0.4768949,1.551968,0.1922694);(-0.1298431,0.4408068,0.1907364,0.8674386);
(-1.043564,1.693816,0.08355367);(-0.4572541,1.563889,0.1584166);(-0.1390756,0.4756174,0.1778346,0.8501887);
(-1.046277,1.693258,0.08034152);(-0.4449248,1.567416,0.1358694);(-0.1335308,0.4947158,0.1601348,0.843672);
(-1.04784,1.693847,0.07985998);(-0.4589514,1.560053,0.1359715);(-0.130734,0.4800847,0.1583071,0.8528578);
(-1.048386,1.69284,0.08042682);(-0.4954549,1.537166,0.1427343);(-0.1142195,0.4601858,0.1490075,0.8677441);
(-1.048993,1.692526,0.08259118);(-0.5365338,1.502367,0.1475467);(-0.1278342,0.4178764,0.1125428,0.8923967);
(-1.0493,1.692413,0.08553344);(-0.570094,1.463742,0.1562052);(-0.08680864,0.3828771,0.1229111,0.9114616);
(-1.0493,1.691404,0.0921287);(-0.6657427,1.335717,0.1827908);(0.007634586,0.2674455,0.05872193,0.9617518);
(-1.049688,1.690073,0.09504831);(-0.7067842,1.278234,0.1925256);(0.03670718,0.2527964,-0.01915664,0.9666332);
(-1.05037,1.689197,0.09646558);(-0.7254638,1.254141,0.1985028);(0.07088029,0.2330453,-0.02889089,0.9694488);
(-1.058086,1.68885,0.09909869);(-0.7771496,1.198259,0.225996);(0.1487073,0.2660531,-0.05401616,0.950886);
(-1.067556,1.69075,0.09851788);(-0.7928461,1.207098,0.238406);(0.1351101,0.2542817,0.03482858,0.9570125);
(-1.078943,1.692245,0.09465337);(-0.7719095,1.230213,0.2392076);(0.08347757,0.2680495,-0.01306076,0.9596927);
(-1.086117,1.693708,0.08967627);(-0.7677085,1.243319,0.2448038);(0.0683984,0.2493462,-0.004394519,0.9659859);
(-1.088753,1.693757,0.08504462);(-0.7712916,1.247336,0.253606);(0.06474853,0.2399648,-0.007219521,0.9685931);
(-1.089687,1.693451,0.08165717);(-0.7764602,1.249695,0.2602305);(0.05850122,0.2264199,-0.01624886,0.9721355);
(-1.09018,1.693596,0.07975876);(-0.7824234,1.251594,0.264608);(0.05581082,0.2177314,-0.01096386,0.9743499);
(-1.090916,1.694452,0.07396334);(-0.8050499,1.256923,0.2732998);(0.05115652,0.1774435,-0.00748864,0.9827718);
(-1.091554,1.694787,0.07152044);(-0.8149249,1.254758,0.2770084);(0.0535626,0.1626754,0.01438149,0.9851198);
(-1.09149,1.693322,0.06839155);(-0.8204175,1.247761,0.2806243);(0.06246195,0.1513804,0.0167347,0.9863581);
(-1.090495,1.693306,0.06551289);(-0.826764,1.243599,0.2821145);(0.07231177,0.1374718,0.02069301,0.9876458);
(-1.086308,1.692875,0.05788719);(-0.8388065,1.246192,0.2778784);(0.07087284,0.1143502,0.03264369,0.9903714);
(-1.076849,1.69024,0.0422697);(-0.8502656,1.247789,0.262929);(0.06561315,0.09437501,0.05016284,0.9921048);
(-1.071573,1.68716,0.03201276);(-0.8523552,1.24514,0.2522482);(0.06493293,0.09725343,0.05457722,0.9916384);
(-1.062465,1.688238,0.01422327);(-0.8546917,1.238922,0.2279358);(0.0789694,0.1140147,0.05841544,0.9886113);
(-1.057545,1.689026,0.003431797);(-0.8569166,1.238245,0.2092409);(0.07901126,0.1343548,0.07984624,0.9845458);
(-1.055993,1.689172,-0.001974705);(-0.8572113,1.237842,0.1987408);(0.0819883,0.1430132,0.07721118,0.9832923);
(-1.05266,1.688378,-0.0212152);(-0.8475549,1.227897,0.1553214);(0.08897652,0.1860369,0.07650729,0.9755101);
(-1.051555,1.688002,-0.02968038);(-0.83762,1.2227,0.1319186);(0.0924433,0.2282339,0.0659489,0.9669614);
(-1.054075,1.684294,-0.0448253);(-0.826572,1.217464,0.07818802);(0.1026917,0.3024663,0.04397041,0.9465911);
(-1.059686,1.684591,-0.05342078);(-0.8260739,1.214,0.02579463);(0.1283896,0.3661922,0.05301995,0.9201132);
(-1.065338,1.685527,-0.0592407);(-0.8243617,1.218816,-0.02943325);(0.1372177,0.440442,0.05654883,0.8854289);
(-1.071022,1.685038,-0.06171762);(-0.8126812,1.248056,-0.09242724);(0.1229746,0.5204288,0.06635635,0.8423941);
(-1.074964,1.683993,-0.06192242);(-0.8022593,1.271962,-0.1185269);(0.1185295,0.5475379,0.08985934,0.823455);
(-1.080707,1.681727,-0.05882145);(-0.7845325,1.320182,-0.1499274);(0.0927003,0.5895402,0.1338987,0.7911512);
(-1.085652,1.680365,-0.05692387);(-0.772183,1.356411,-0.1636541);(0.07436414,0.6192334,0.1635279,0.7643812);
(-1.089473,1.680061,-0.05407047);(-0.7624961,1.39262,-0.1719066);(0.04210315,0.6444699,0.1821197,0.7414298);
(-1.096065,1.682004,-0.04849422);(-0.7519781,1.451132,-0.1751664);(-0.007054329,0.6651034,0.2311627,0.7100362);
(-1.098477,1.682703,-0.04550885);(-0.7478585,1.474156,-0.1726811);(-0.02020466,0.6678469,0.247094,0.7017955);
(-1.102744,1.68426,-0.0398121);(-0.7392293,1.513989,-0.1646874);(-0.03144734,0.6703613,0.2892802,0.6826007);
(-1.106849,1.687297,-0.03146087);(-0.7252439,1.569206,-0.1503728);(-0.06314747,0.6667858,0.3208392,0.66968);
(-1.109898,1.688618,-0.02512097);(-0.711754,1.607493,-0.1409295);(-0.08195561,0.6686512,0.3196291,0.6663527);
(-1.112863,1.689368,-0.01912605);(-0.6999606,1.640758,-0.1276877);(-0.09798096,0.6761616,0.3425104,0.6448966);
(-1.116292,1.689959,-0.01250052);(-0.6885163,1.669698,-0.1105891);(-0.1222648,0.6702594,0.3218271,0.6574428);
(-1.121755,1.690102,-0.002391189);(-0.6671523,1.707099,-0.07741506);(-0.1585144,0.6472259,0.2870825,0.6881536);
(-1.124738,1.690747,0.004615068);(-0.6533487,1.724994,-0.04991496);(-0.1725763,0.6388779,0.293177,0.6899998);
(-1.127985,1.692065,0.01243306);(-0.6416569,1.743335,-0.01616657);(-0.197876,0.6152546,0.2781794,0.7105795);
(-1.128658,1.693156,0.01693606);(-0.6331155,1.753701,0.007623211);(-0.2057018,0.6098512,0.2792037,0.7126102);
(-1.13007,1.697062,0.02441383);(-0.6155395,1.776346,0.05064566);(-0.2395077,0.5871487,0.2503462,0.7315868);
(-1.130835,1.699463,0.02646149);(-0.611195,1.787026,0.06473351);(-0.2565989,0.5812339,0.2467149,0.7317486);
(-1.130851,1.70327,0.02415624);(-0.6078782,1.813209,0.09083914);(-0.300351,0.574194,0.2451984,0.7210882);
(-1.129175,1.706082,0.02339324);(-0.6149688,1.826006,0.1046395);(-0.3272744,0.5539374,0.243972,0.7256185);
(-1.128121,1.708873,0.02457796);(-0.6271877,1.834742,0.1155517);(-0.3526591,0.5391647,0.2674469,0.7165229);
(-1.120729,1.706823,0.02227514);(-0.6541486,1.840429,0.134546);(-0.3951434,0.4856624,0.263249,0.7339575);
(-1.118657,1.705729,0.02182704);(-0.6622165,1.838468,0.1409981);(-0.3966384,0.472835,0.2790029,0.7357053);
(-1.114,1.702904,0.02144145);(-0.6764491,1.831899,0.1552533);(-0.3954118,0.4451457,0.2895357,0.7494425);
(-1.108744,1.70401,0.0222072);(-0.6901978,1.824863,0.1663327);(-0.410727,0.4171656,0.2995815,0.7533438);
(-1.103638,1.704705,0.02348447);(-0.6985818,1.817515,0.1758431);(-0.4126597,0.3775867,0.2551524,0.7886934);
(-1.087858,1.701614,0.02538979);(-0.7447414,1.770185,0.211457);(-0.376132,0.2937179,0.3114279,0.8217463);
(-1.085007,1.700531,0.02649421);(-0.7533557,1.75638,0.2146244);(-0.3768929,0.2713372,0.3087697,0.8300536);
(-1.079213,1.701202,0.02872002);(-0.7689699,1.729421,0.2221234);(-0.3687125,0.2435043,0.2935703,0.847687);
(-1.072481,1.701352,0.02973402);(-0.7797892,1.70366,0.2245358);(-0.3719832,0.22939,0.2808735,0.85447);
(-1.062198,1.694413,0.03557784);(-0.7899889,1.648938,0.2280706);(-0.3462881,0.193265,0.2253542,0.8899152);
(-1.052991,1.684818,0.04378736);(-0.7993651,1.583655,0.2331783);(-0.2938205,0.1790341,0.1892445,0.9196754);
(-1.047457,1.678949,0.04960454);(-0.8093625,1.537132,0.2375749);(-0.2481667,0.1460439,0.1461928,0.9464207);
(-1.041019,1.67231,0.05339766);(-0.8162423,1.492979,0.2453745);(-0.1977556,0.136682,0.1069903,0.964761);
(-1.037304,1.670527,0.05374014);(-0.8176105,1.477597,0.25125);(-0.1776826,0.1441299,0.1183343,0.9662569);
(-1.036049,1.66936,0.05392158);(-0.81792,1.472488,0.254221);(-0.1704875,0.1437123,0.1192387,0.9675033);
